,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
6730,9517331,HALISDEMIR,General cargo ship,EIV (20.06 gCO₂/t·nm),IA,740.37,,2333.39,156.55,1032.05,1069.95,74.86,,,,2594.26,34.88,Division by zero!,,8.08,109.93,Division by zero!,,25.46,,2594.26,,,,,,,,,,,,,,,,HALISDEMIR,General cargo ship,119.0,16.0,4.1 m,2008.0,5164.0,7394.0,,,,10.9,7.1
6731,9517434,CONTSHIP GIN,Container ship,EIV (41.1 gCO₂/t·nm),,4208.4,,13285.72,6304.69,3202.33,2819.6,959.1,,,,3957.2,92.19,11.43,,,291.03,36.1,,,,3957.2,,,,,,,,,,,,,,,,CONTSHIP GIN,Container ship,161.0,25.0,8.1 m,2011.0,16137.0,17158.0,,,,14.7,11.3
6732,9517549,MYKONOS BAY,Bulk carrier,EIV (7.21 gCO₂/t·nm),,2424.25,,7615.75,1976.39,3401.13,1535.48,702.76,,,,2429.0,86.83,3.73,,,272.76,11.71,,,,2429.0,,,,,,,,,,,,,,,,MYKONOS BAY,Bulk carrier,180.0,30.0,9.8 m,2009.0,21497.0,32411.0,,,6480 KW,13.9,9.9
6733,9517903,STAR CARE,Refrigerated cargo carrier,EIV (27.39 gCO₂/t·nm),IB,6151.24,5921.59,19228.97,4783.9,4270.09,9441.4,733.58,,,18495.38,3564.4,108.77,25.32,,,340.01,79.15,,,0.0,3564.4,0.0,Division by zero!,24.38,,,,,Division by zero!,76.13,,,,,,,STAR CARE,Refrigerated cargo carrier,162.0,26.0,8.9 m,2009.0,14276.0,12824.0,,,,17.9,16.3
6734,9517915,STAR PRIDE,Refrigerated cargo carrier,EIV (27.4 gCO₂/t·nm),IB,6159.83,5887.42,19425.13,2013.92,4601.46,11936.54,873.17,,,18551.95,3191.8,113.39,23.62,,,357.57,74.5,,,0.0,3191.8,0.0,Division by zero!,22.58,,,,,Division by zero!,71.15,,,,,,,STAR PRIDE,Refrigerated cargo carrier,162.0,26.0,9 m,2009.0,14022.0,12955.0,MAN-B&W,,,17.5,13.2
6735,9517927,STAR ENDEAVOUR I,Refrigerated cargo carrier,EIV (27.37 gCO₂/t·nm),IB,2610.58,2518.88,8141.9,480.76,4348.38,3022.23,290.52,,,7851.38,1423.7,116.66,16.17,,,363.85,50.44,,,0.0,1423.7,0.0,Division by zero!,15.6,,,,,Division by zero!,48.64,,,,,,,STAR ENDEAVOUR I,Refrigerated cargo carrier,162.0,26.0,9.7 m,2010.0,14276.0,12833.0,,,,19.7,17.5
6736,9517939,STAR LEADER,Refrigerated cargo carrier,EIV (27.42 gCO₂/t·nm),IA,7065.65,6800.79,22278.98,1495.14,5163.32,14771.38,849.12,,,21429.85,3462.6,117.56,18.58,,,370.68,58.59,,,0.0,3462.6,0.0,Division by zero!,17.89,,,,,Division by zero!,56.36,,,,,,,STAR LEADER,Refrigerated cargo carrier,162.0,26.0,6.5 m,2010.0,14022.0,12944.0,,,,18.1,13.6
6737,9518086,MYRTO,Bulk carrier,EIV (4 gCO₂/t·nm),,1503.97,,4727.1,0.0,1982.31,2622.87,121.91,,,,1123.0,114.47,1.77,,,359.78,5.56,,,,1123.0,,,,,,,,,,,,,,,,MYRTO,Bulk carrier,228.0,32.0,10.7 m,2013.0,43012.0,82131.0,,,,15.8,11.6
6738,9518177,BLUE RIDGE,Bulk carrier,EIV (4.05 gCO₂/t·nm),,1075.34,,3350.46,0.0,2186.11,1099.05,65.29,,,,1113.1,85.03,1.98,,,264.94,6.16,,,,1113.1,,,,,,,,,,,,,,,,BLUE RIDGE,Bulk carrier,228.0,32.0,9.1 m,2013.0,43013.0,82099.0,,,,5.6,5.1
6739,9518189,NBA MILLET,Bulk carrier,EIV (3.85 gCO₂/t·nm),,4388.6,,13866.07,781.01,6853.65,5576.13,655.28,,,,3796.93,94.44,2.02,,,298.38,6.39,,,,3796.93,,,,,,,,,,,,,,,,NBA MILLET,Bulk carrier,228.0,32.0,7 m,2014.0,43008.0,81955.0,,,,13.9,11.7
6740,9518206,YM OPUS,Bulk carrier,EIV (4.65 gCO₂/t·nm),,3137.07,,9913.08,929.25,3055.85,5743.2,184.78,,,,2358.6,98.58,1.52,,,311.5,4.79,,,,2358.6,,,,,,,,,,,,,,,,YM OPUS,Bulk carrier,228.0,32.0,13.2 m,2015.0,42999.0,81863.0,,,,15.6,11.4
6741,9518919,CAPE BREEZE,Bulk carrier,EIV (3.16 gCO₂/t·nm),,3333.57,,10537.02,700.06,4698.51,4869.28,269.17,,,,2037.6,195.56,1.43,,,618.15,4.52,,,,2037.6,,,,,,,,,,,,,,,,CAPE BREEZE,Bulk carrier,292.0,45.0,11.1 m,2010.0,93960.0,180203.0,,,,13.4,8.7
6742,9519066,LORDSHIP,Bulk carrier,EIV (2.95 gCO₂/t·nm),,1174.5,,3661.98,811.01,2752.14,0.0,98.84,,,,553.4,208.1,1.61,,,648.83,5.02,,,,553.4,,,,,,,,,,,,,,,,LORDSHIP,Bulk carrier,291.0,45.0,14.3 m,2010.0,93564.0,178838.0,MAN-B&W,6S70MC-C,13914 KW,15.4,9.8
6743,9519107,BOSPORUS HIGHWAY,Vehicle carrier,EIV (16.69 gCO₂/t·nm),,1337.0,,4224.99,19.88,3670.53,400.27,134.32,,,,801.9,101.59,15.58,,,321.02,49.23,,,,801.9,,,,,,,,,,,,,,,,BOSPORUS HIGHWAY,Vehicle carrier,199.0,32.0,9.4 m,2009.0,59440.0,18792.0,,,,19.2,17
6744,9519119,BRASILIA HIGHWAY,Vehicle carrier,EIV (16.69 gCO₂/t·nm),,3226.0,,10194.58,573.69,4816.1,4377.83,426.97,,,,2133.6,100.82,15.14,,,318.6,47.86,,,,2133.6,,,,,,,,,,,,,,,,BRASILIA HIGHWAY,Vehicle carrier,199.0,32.0,8.3 m,2009.0,59440.0,18793.0,,,,19.4,14.6
6745,9519121,TRITON ACE,Vehicle carrier,EIV (15.5 gCO₂/t·nm),,515.2,,1634.85,861.78,165.43,453.58,154.07,,,,325.22,110.38,22.25,,,350.26,70.61,,,,325.22,,,,,,,,,,,,,,,,TRITON ACE,Vehicle carrier,199.0,32.0,,2009.0,60876.0,22723.0,Sulzer,,15540 KW,,
6746,9519133,MORNING CELINE,Vehicle carrier,EIV (16.05 gCO₂/t·nm),,2186.82,,6814.95,774.47,676.08,5156.4,208.0,,,,1186.9,115.99,24.36,,,361.46,75.9,,,,1186.9,,,,,,,,,,,,,,,,MORNING CELINE,Vehicle carrier,199.0,32.0,9 m,2009.0,60931.0,22641.0,,,,20.6,15.5
6747,9519145,MORNING CORNELIA,Ro-ro ship,EIV (17.57 gCO₂/t·nm),,3469.09,,10937.44,2188.91,234.26,7654.89,859.39,,,,1662.7,120.92,17.91,,,381.23,56.48,,,,1662.7,,,,,,,,,,,,,,,,MORNING CORNELIA,Ro-ro ship,199.0,32.0,8 m,2010.0,61002.0,22530.0,Mitsubishi,UEC60LS II,,19.8,13.3
6748,9519157,STORMHARBOUR,Bulk carrier,EIV (3.78 gCO₂/t·nm),,1104.62,,3476.18,254.17,1578.63,1590.62,52.76,,,,925.0,89.52,3.26,,,281.72,10.25,,,,925.0,,,,,,,,,,,,,,,,STORMHARBOUR,Bulk carrier,224.0,32.0,10.7 m,2009.0,39737.0,76583.0,,,,13.9,10.1
6749,9519169,ALLEGRA,Bulk carrier,EIV (6.65 gCO₂/t·nm),,1927.23,,6051.3,1123.56,2063.07,2611.74,252.92,,,,2221.65,82.16,3.36,,,257.97,10.56,,,,2221.65,,,,,,,,,,,,,,,,ALLEGRA,Bulk carrier,180.0,30.0,9.4 m,2011.0,22400.0,35118.0,,,5508 KW,9,7.1
6750,9519171,DONNA JUDI,Bulk carrier,EIV (6.11 gCO₂/t·nm),,1129.0,1052.0,3551.67,899.7,1822.6,581.8,246.4,,,3304.81,2438.2,80.6,3.51,,,253.56,11.04,,,,2438.2,,90.76,3.27,,,,,285.12,10.28,,,,,,,DONNA JUDI,Bulk carrier,180.0,30.0,6.1 m,2011.0,22419.0,34000.0,MAN-B&W,6S42MC,5760 KW,13.7,10.6
6751,9519224,SIBI,Bulk carrier,EIV (7.01 gCO₂/t·nm),,957.2,913.2,3025.02,67.65,662.11,2221.84,73.42,,,2883.95,1397.7,61.75,2.42,,,195.15,7.64,,,,1397.7,,60.72,2.31,,,,,191.77,7.29,,,,,,,SIBI,Bulk carrier,169.0,27.0,9.7 m,2009.0,17018.0,28440.0,MAN-B&W,6S42MC,,14.1,11.4
6752,9519286,LUCY OCEAN,Bulk carrier,EIV (5.67 gCO₂/t·nm),,261.37,,830.58,0.0,0.0,430.02,400.56,,,,97.0,217.81,5.79,,,692.15,18.4,,,,97.0,,,,,,,,,,,,,,,,LUCY OCEAN,Bulk carrier,189.0,32.0,11.5 m,2010.0,32987.0,56969.0,MAN-B&W,6S50MC-C,9800 KW,12,8.2
6753,9519377,AKDENIZ S,General cargo ship,EIV (15.47 gCO₂/t·nm),,823.51,,2640.18,325.67,1069.75,1177.44,67.33,,,,3049.3,31.34,Division by zero!,,5.24,100.47,Division by zero!,,16.81,,3049.3,,,,,,,,,,,,,,,,AKDENIZ S,General cargo ship,128.0,18.0,7 m,2008.0,6019.0,8637.0,Sulzer,8M25,3300 KW,12.5,8.1
6754,9519482,KIDAN,Oil tanker,EIV (3.88 gCO₂/t·nm),,3323.39,2485.7,10381.8,0.0,7754.91,2565.33,61.56,,,7754.91,1510.9,204.06,0.96,,,637.47,2.99,,,,1510.9,,211.01,0.72,,,,,658.31,2.24,,,,,,,KIDAN,Oil tanker,333.0,60.0,10.5 m,2010.0,162330.0,321050.0,B&W,,,15.9,11.3
6755,9519523,EPIC BALI,Gas carrier,EIV (18.08 gCO₂/t·nm),,457.87,,1440.2,45.61,639.95,639.11,115.53,,,,788.08,43.94,24.71,,,138.22,77.71,,,,788.08,,,,,,,,,,,,,,,,EPIC BALI,Gas carrier,117.0,18.0,6.5 m,2010.0,5296.0,6022.0,MAN-B&W,6L35MC,3900 KW,14.2,10.8
6756,9519535,EPIC BORNEO,Gas carrier,EIV (18.01 gCO₂/t·nm),,1343.03,,4228.92,438.21,1773.29,1669.86,347.56,,,,2228.15,48.63,25.54,,,153.14,80.42,,,,2228.15,,,,,,,,,,,,,,,,EPIC BORNEO,Gas carrier,117.0,18.0,5.2 m,2010.0,5296.0,6028.0,,,,13.9,10.4
6757,9519626,PERISTIL,Bulk carrier,EIV (4.68 gCO₂/t·nm),,685.81,,2162.18,360.92,1407.87,209.11,184.28,,,,638.4,86.53,3.53,,,272.8,11.14,,,,638.4,,,,,,,,,,,,,,,,PERISTIL,Bulk carrier,189.0,32.0,,2010.0,30092.0,52000.0,MAN,5L50MC,8600 KW,,
6758,9519717,AWTAD,Oil tanker,EIV (3.9 gCO₂/t·nm),,3760.27,3445.6,11766.35,474.49,8442.24,2315.26,534.36,,,10757.5,1434.45,232.96,0.85,,,728.97,2.67,,,,1434.45,,221.8,0.78,,,,,692.47,2.44,,,,,,,AWTAD,Oil tanker,333.0,60.0,11.3 m,2011.0,160493.0,309988.0,,,,16.3,11.7
6759,9519779,MINERAL STONEHENGE,Bulk carrier,EIV (2.87 gCO₂/t·nm),,1048.7,367.0,3327.02,0.0,2072.31,1163.75,90.96,,,1163.75,599.75,169.38,2.25,,,537.35,7.13,,,,599.75,,132.4,0.79,,,,,419.82,2.49,,,,,,,MINERAL STONEHENGE,Bulk carrier,291.0,45.0,12.3 m,2010.0,91971.0,175713.0,MAN-B&W,,16860 KW,14.8,11.2
6760,9520132,WESTMINSTER,Gas carrier,EIV (16.32 gCO₂/t·nm),,1940.21,1163.35,6099.19,743.58,1783.96,3229.02,342.63,,,3649.01,2199.7,66.81,24.61,,,210.02,77.37,,,,2199.7,,61.45,14.76,,,,,192.75,46.29,,,,,,,WESTMINSTER,Gas carrier,119.0,19.0,5.8 m,2011.0,7222.0,9011.0,,,,15.9,10.7
6761,9520596,ULTRA LANIGAN,Bulk carrier,EIV (5.76 gCO₂/t·nm),,1027.39,,3240.75,89.82,1311.26,1785.54,54.12,,,,857.2,95.73,3.54,,,301.97,11.17,,,,857.2,,,,,,,,,,,,,,,,ULTRA LANIGAN,Bulk carrier,189.0,32.0,12.9 m,2012.0,32309.0,58032.0,MAN-B&W,6S50MC,,14.4,10.7
6762,9520625,VALENTIA BLUE,Bulk carrier,EIV (4.19 gCO₂/t·nm),,481.47,,1518.56,172.07,1202.83,0.0,143.66,,,,549.2,81.43,1.74,,,256.82,5.48,,,,549.2,,,,,,,,,,,,,,,,VALENTIA BLUE,Bulk carrier,189.0,32.0,12.8 m,2013.0,32309.0,58086.0,,,,13.4,10.6
6763,9520637,KOUROS PRIDE,Bulk carrier,EIV (6.17 gCO₂/t·nm),,310.5,,966.9,0.0,404.82,451.53,110.55,,,,258.7,103.26,6.21,,,321.55,19.35,,,,258.7,,,,,,,,,,,,,,,,KOUROS PRIDE,Bulk carrier,180.0,30.0,6 m,2011.0,22419.0,34146.0,,,,14.3,9.1
6764,9520651,CHARADE,Bulk carrier,EIV (4.51 gCO₂/t·nm),,770.93,,2441.94,462.41,1569.95,326.88,82.71,,,,597.9,97.38,3.81,,,308.44,12.07,,,,597.9,,,,,,,,,,,,,,,,CHARADE,Bulk carrier,189.0,32.0,12 m,2013.0,32319.0,58109.0,,,,12.9,10.1
6765,9520766,KEY ACTION,Bulk carrier,EIV (3.71 gCO₂/t·nm),,2810.7,,8867.49,486.25,1501.88,6471.65,407.7,,,,2407.0,97.11,1.8,,,306.38,5.68,,,,2407.0,,,,,,,,,,,,,,,,KEY ACTION,Bulk carrier,228.0,32.0,8.8 m,2010.0,43024.0,82168.0,MAN-B&W,6S70MC-C,9710 KW,12,10.1
6766,9520792,NALUHU,Bulk carrier,EIV (5.75 gCO₂/t·nm),,845.98,,2677.23,212.85,2400.74,0.0,63.64,,,,935.8,85.91,1.88,,,271.89,5.96,,,,935.8,,,,,,,,,,,,,,,,NALUHU,Bulk carrier,189.0,32.0,11.4 m,2010.0,32315.0,58107.0,,,,7.5,6.8
6767,9520819,AMIS LEADER,Bulk carrier,EIV (5.11 gCO₂/t·nm),,2250.05,,7118.55,444.83,1966.54,4384.61,322.56,,,,1951.7,102.61,2.48,,,324.63,7.85,,,,1951.7,,,,,,,,,,,,,,,,AMIS LEADER,Bulk carrier,189.0,32.0,10.1 m,2010.0,32315.0,58700.0,,,,6.7,5.8
6768,9520857,FLAGSHIP VIOLET,Oil tanker,EIV (5.29 gCO₂/t·nm),,2026.85,1632.13,6346.86,3030.89,2768.75,179.07,368.14,,,5102.32,1517.67,120.92,3.78,,,378.65,11.84,,,,1517.67,,116.67,3.04,,,,,364.72,9.52,,,,,,,FLAGSHIP VIOLET,Oil tanker,228.0,32.0,7.4 m,2011.0,42816.0,74999.0,MAN-B&W,5S60MC-C,13560 KW,17,12.4
6769,9520869,FLAGSHIP IVY,Oil tanker,EIV (5.29 gCO₂/t·nm),,2100.17,1944.38,6569.48,511.52,3351.57,2482.23,224.17,,,6070.02,1384.95,131.21,2.45,,,410.42,7.66,,,,1384.95,,127.27,2.27,,,,,397.32,7.08,,,,,,,FLAGSHIP IVY,Oil tanker,228.0,32.0,13.6 m,2011.0,42816.0,74999.0,,,13560 KW,14.7,10.4
6770,9520936,KRISTINITA,Bulk carrier,EIV (4.59 gCO₂/t·nm),,1147.64,,3585.75,500.98,1657.95,1144.8,282.04,,,,866.13,119.56,2.99,,,373.55,9.35,,,,866.13,,,,,,,,,,,,,,,,KRISTINITA,Bulk carrier,189.0,32.0,13.1 m,2011.0,32315.0,58470.0,,,,13.1,8.5
6771,9520962,PENGUIN ISLAND,Bulk carrier,EIV (4.76 gCO₂/t·nm),,1341.41,1249.03,4189.75,647.14,1916.64,1446.17,179.79,,,3896.09,981.9,116.51,2.59,,,363.9,8.08,,,,981.9,,111.73,2.41,,,,,348.52,7.51,,,,,,,PENGUIN ISLAND,Bulk carrier,189.0,32.0,11.6 m,2011.0,32433.0,58110.0,,,,12,10.3
6772,9520974,CONON,Bulk carrier,EIV (3.59 gCO₂/t·nm),,1316.17,,4175.69,406.74,2368.06,1221.1,179.79,,,,1198.41,100.17,2.97,,,317.81,9.41,,,,1198.41,,,,,,,,,,,,,,,,CONON,Bulk carrier,189.0,32.0,8 m,2011.0,32305.0,58110.0,,,,13.7,10.5
6773,9520998,EVER BRILLIANT,Bulk carrier,EIV (7.87 gCO₂/t·nm),,720.88,,2254.43,866.51,0.0,1338.11,49.81,,,,826.8,70.81,4.19,,,221.44,13.12,,,,826.8,,,,,,,,,,,,,,,,EVER BRILLIANT,Bulk carrier,169.0,27.0,5.9 m,2009.0,17018.0,28367.0,,,,12.8,11.4
6774,9521007,FLC CELEBRATION,Bulk carrier,EIV (5.59 gCO₂/t·nm),,1197.77,,3798.58,321.75,362.18,2658.04,456.61,,,,908.9,114.96,2.75,,,364.58,8.74,,,,908.9,,,,,,,,,,,,,,,,FLC CELEBRATION,Bulk carrier,189.0,32.0,11.6 m,2011.0,33044.0,57000.0,,,,11.7,9.7
6775,9521095,AAL FREMANTLE,General cargo ship,EIV (12.28 gCO₂/t·nm),,1064.12,976.73,3322.96,522.61,622.18,1965.82,212.35,,,3047.59,1124.5,72.39,Division by zero!,,5.41,226.07,Division by zero!,,16.9,,1124.5,,67.7,Division by zero!,,4.97,,,211.24,Division by zero!,,15.5,,,,,AAL FREMANTLE,General cargo ship,148.0,23.0,,2011.0,14053.0,18762.0,Wartsila,,8955 KW,,
6776,9521423,CHEMICAL LUNA,Chemical tanker,EIV (10.66 gCO₂/t·nm),,2992.39,,9479.72,1450.89,3249.48,4149.45,629.89,,,,3992.39,60.82,7.35,,,192.68,23.29,,,,3992.39,,,,,,,,,,,,,,,,CHEMICAL LUNA,Chemical tanker,134.0,20.0,7.9 m,2008.0,8260.0,14304.0,MAN-B&W,,4440 KW,11.6,7.7
6777,9521435,NORDROSE,Oil tanker,EIV (4.33 gCO₂/t·nm),,5785.48,,18272.79,0.0,7376.29,9184.66,1711.84,,,,4142.3,132.87,3.05,,,419.66,9.64,,,,4142.3,,,,,,,,,,,,,,,,NORDROSE,Oil tanker,228.0,42.0,9 m,2012.0,56320.0,104583.0,,,,14.1,8.9
6778,9521447,NORDTULIP,Oil tanker,EIV (3.83 gCO₂/t·nm),,4669.01,,14778.26,0.0,6326.56,6437.66,2014.04,,,,3327.64,139.46,3.59,,,441.43,11.35,,,,3327.64,,,,,,,,,,,,,,,,NORDTULIP,Oil tanker,228.0,42.0,12.7 m,2013.0,57081.0,105511.0,Mitsui,6S50MC-C,1020 KW,13.2,11.4
6779,9521564,AAL BANGKOK,General cargo ship,EIV (12.28 gCO₂/t·nm),,3291.09,3046.74,10306.71,1201.74,3423.64,5103.06,578.27,,,9523.32,3320.61,79.52,19.79,,Division by zero!,249.02,61.98,,Division by zero!,,3320.61,,75.11,18.32,,Division by zero!,,,234.77,57.27,,Division by zero!,,,,,AAL BANGKOK,General cargo ship,148.0,23.0,,2012.0,14053.0,18703.0,,,,,
6780,9521758,ADAMOON,Bulk carrier,EIV (10.8 gCO₂/t·nm),IC,886.2,,2815.82,1043.0,517.69,933.66,321.47,,,,1196.75,66.77,5.56,,,212.15,17.66,,,,1196.75,,,,,,,,,,,,,,,,ADAMOON,Bulk carrier,149.0,23.0,5.9 m,2011.0,13579.0,16900.0,,,6578 KW,13.8,12.4
6781,9521825,ALE,Bulk carrier,EIV (14 gCO₂/t·nm),IC,2020.44,,6347.96,915.95,2738.98,2441.77,251.25,,,,3119.83,62.69,6.33,,,196.97,19.88,,,0.0,3119.83,0.0,,,,,,,,,,,,,,,ALE,Bulk carrier,149.0,23.0,,2012.0,13579.0,17074.0,MAN-B&W,5S50MC,6570 KW,,
6782,9521837,PICHON,Bulk carrier,EIV (14.1 gCO₂/t·nm),IC,780.23,,2446.74,826.6,756.95,683.01,180.18,,,,967.0,69.22,9.69,,,217.06,30.37,,,0.0,967.0,0.0,,,,,,,,,,,,,,,PICHON,Bulk carrier,149.0,23.0,,2012.0,13579.0,17107.0,MAN-B&W,,6570 KW,,
6783,9521849,PROSNA,Bulk carrier,EEDI (10.04 gCO₂/t·nm),IC,556.26,,1736.36,0.0,31.17,1628.43,76.75,,,,733.02,70.58,5.73,,,220.31,17.87,,,0.0,733.02,0.0,,,,,,,,,,,,,,,PROSNA,Bulk carrier,149.0,23.0,,2012.0,13579.0,17096.0,,,,,
6784,9521863,SKAWA,Bulk carrier,EEDI (10.11 gCO₂/t·nm),IC,1202.61,,3765.38,968.61,2292.95,282.36,221.47,,,,1575.75,68.2,6.36,,,213.54,19.92,,,0.0,1575.75,0.0,,,,,,,,,,,,,,,SKAWA,Bulk carrier,149.0,23.0,9.1 m,2012.0,13579.0,17073.0,,,,15.2,11.4
6785,9521875,INA,Bulk carrier,EEDI (10.16 gCO₂/t·nm),IC,296.28,,926.97,593.65,96.54,122.68,114.1,,,,316.67,77.94,9.5,,,243.84,29.73,,,0.0,316.67,0.0,,,,,,,,,,,,,,,INA,Bulk carrier,149.0,23.0,8.7 m,2012.0,13579.0,17096.0,,,,16,12.1
6786,9521887,MARE I,General cargo ship,EIV (15.5 gCO₂/t·nm),,1292.68,,4144.33,1195.84,1228.88,1253.19,466.42,,,,3919.17,41.24,9.43,,5.42,132.23,30.24,,17.38,,3919.17,,,,,,,,,,,,,,,,MARE I,General cargo ship,110.0,18.0,5.7 m,2009.0,5688.0,7851.0,MAN,,3089 KW,7.3,5.3
6787,9521899,ATA,Bulk carrier,EIV (6.66 gCO₂/t·nm),,530.77,,1681.3,0.0,827.48,766.93,86.88,,,,1396.35,44.69,6.51,,,141.57,20.62,,,,1396.35,,,,,,,,,,,,,,,,ATA,Bulk carrier,149.0,21.0,5 m,2009.0,10830.0,17888.0,,,,11.2,9
6788,9522001,SIDER RODI,General cargo ship,EIV (14.31 gCO₂/t·nm),,1422.3,,4501.34,3407.0,274.0,159.0,662.0,,,,3272.0,46.08,11.1,,7.9,145.84,35.13,,25.02,,3272.0,,,,,,,,,,,,,,,,SIDER RODI,General cargo ship,108.0,18.0,4.2 m,2010.0,5629.0,8062.0,MAK,6M32C,3000 KW,9.9,9.8
6789,9522063,SAADET,General cargo ship,EIV (3.12 gCO₂/t·nm),,1154.8,,3702.29,1620.12,1046.76,588.3,439.09,,,,2476.38,44.94,8.42,,6.75,144.07,26.98,,21.65,,2476.38,,,,,,,,,,,,,,,,SAADET,General cargo ship,140.0,20.0,,2009.0,7988.0,12223.0,,,2990 KW,,
6790,9522087,EUROPE,Bulk carrier,EIV (2.91 gCO₂/t·nm),,2516.53,2437.29,7940.58,30.78,1865.5,5821.03,223.27,,,7686.53,1368.76,155.33,1.01,,,490.13,3.2,,,,1368.76,,151.23,0.98,,,,,476.95,3.1,,,,,,,EUROPE,Bulk carrier,291.0,45.0,11.3 m,2010.0,94250.0,179448.0,MAN-B&W,6S70MC-C,18600 KW,15.7,13.5
6791,9522128,CALIDA,Oil tanker,EIV (3.91 gCO₂/t·nm),,3955.43,,12431.67,0.0,2212.37,9977.21,242.09,,,,2811.5,140.27,2.62,,,440.87,8.24,,,,2811.5,,,,,,,,,,,,,,,,CALIDA,Oil tanker,248.0,43.0,9.3 m,2012.0,61332.0,115812.0,,,,17.7,12.5
6792,9522257,GAS HONOUR,Gas carrier,EIV (15.27 gCO₂/t·nm),,947.7,,2954.96,0.0,313.52,2556.59,84.85,,,,1082.26,76.63,17.77,,,238.93,55.4,,,,1082.26,,,,,,,,,,,,,,,,GAS HONOUR,Gas carrier,120.0,19.0,7.7 m,2010.0,9160.0,10315.0,MAN-B&W,7S35MC,4936 KW,14.4,12.8
6793,9522324,SUVOROVSKY PROSPECT,Oil tanker,EIV (4.06 gCO₂/t·nm),IB,7688.63,,24251.27,604.74,7747.58,12408.77,3490.19,,,,4306.02,158.5,2.51,,,499.92,7.92,,,,4306.02,,,,,,,,,,,,,,,,SUVOROVSKY PROSPECT,Oil tanker,249.0,44.0,8.7 m,2011.0,62504.0,113816.0,B&W,6S60ME-C,14280 KW,17.3,12.6
6794,9522403,AVANGARD,Ro-ro ship,EIV (33.9 gCO₂/t·nm),,640.2,492.3,2013.71,0.0,813.13,890.56,310.02,,,1541.45,1376.5,80.8,45.64,,,254.14,143.55,,,,1376.5,,65.94,35.09,,,,,206.48,109.88,,,,,,,AVANGARD,Ro-ro ship,133.0,22.0,4.4 m,2009.0,5484.0,5698.0,MAK,Mak8m,4420 KW,8.8,7.3
6795,9522635,CAPTAIN J. PAPADAKIS,Bulk carrier,EIV (3.08 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,CAPTAIN J. PAPADAKIS,Bulk carrier,292.0,45.0,11.9 m,2011.0,94250.0,179558.0,,,,12.9,10.8
6796,9522661,PACIFIC EAST,Bulk carrier,EIV (2.99 gCO₂/t·nm),,6014.06,,18765.9,1558.83,5195.55,10962.24,1049.27,,,,2933.53,171.05,1.26,,,533.72,3.93,,,,2933.53,,,,,,,,,,,,,,,,PACIFIC EAST,Bulk carrier,292.0,45.0,12.2 m,2012.0,91625.0,176000.0,,,,12.4,10.9
