,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
3645,9352303,SEATROUT,Oil tanker,EIV (8.46 gCO₂/t·nm),IA,4846.02,2372.75,15394.59,1605.91,6307.33,6474.79,1006.54,,,7531.57,4286.5,102.59,6.19,,,325.89,19.67,,,0.0,4286.5,0.0,95.22,3.03,,,,,302.25,9.62,,,,,,,SEATROUT,Oil tanker,188.0,32.0,10.3 m,2006.0,26548.0,40600.0,,9L32/40,11400 KW,15.9,12.2
3646,9352315,SEACOD,Oil tanker,EIV (8.47 gCO₂/t·nm),IA,3957.79,2435.83,12469.81,1138.23,6579.64,3943.33,808.62,,,7648.45,3227.2,105.71,4.75,,,333.07,14.98,,,0.0,3227.2,0.0,99.57,2.93,,,,,312.64,9.19,,,,,,,SEACOD,Oil tanker,188.0,32.0,10.8 m,2006.0,26548.0,40558.0,MAN-B&W,8L58/64,11400 KW,---,---
3647,9352339,RUSLANA,General cargo ship,EIV (14.87 gCO₂/t·nm),IA,1432.43,,4487.41,1057.96,1195.46,2114.06,119.94,,,,3028.44,42.5,8.49,,5.96,133.15,26.59,,18.68,,3028.44,,,,,,,,,,,,,,,,RUSLANA,General cargo ship,119.0,15.0,4.9 m,2007.0,5057.0,7750.0,,8M32C,3840 KW,14.8,11.7
3648,9352860,GASLOG SAVANNAH,LNG carrier,EIV (7.17 gCO₂/t·nm),,6658.51,2548.39,18476.35,0.0,9095.93,9084.14,296.26,,,7030.19,1270.13,355.99,,4.96,,987.82,,13.75,,,1270.13,,274.34,,1.9,,,,756.81,,5.23,,,,,,GASLOG SAVANNAH,LNG carrier,285.0,43.0,9.5 m,2010.0,97818.0,82291.0,,,,17.7,14.1
3649,9353022,FREZYA S,General cargo ship,EIV (15.03 gCO₂/t·nm),,885.87,,2840.11,716.86,1056.69,1032.01,34.54,,,,3547.2,31.04,Division by zero!,,5.1,99.5,Division by zero!,,16.34,,3547.2,,,,,,,,,,,,,,,,FREZYA S,General cargo ship,119.0,16.0,6.7 m,2005.0,5029.0,7486.0,,,,10.8,7.8
3650,9353072,ORION S,General cargo ship,EIV (17.13 gCO₂/t·nm),,242.35,,776.97,26.45,376.87,333.75,39.91,,,,931.3,31.11,Division by zero!,,5.57,99.75,Division by zero!,,17.84,,931.3,,,,,,,,,,,,,,,,ORION S,General cargo ship,139.0,16.0,3.4 m,2005.0,5684.0,6933.0,Wartsila,6L20,2240 KW,9.5,7.5
3651,9353084,DALE,Chemical tanker,EIV (8.3 gCO₂/t·nm),IA,3598.79,,11345.59,3864.16,2286.01,3739.8,1455.62,,,,3201.08,95.36,5.98,,,300.65,18.84,,,0.0,3201.08,0.0,,,,,,,,,,,,,,,DALE,Chemical tanker,184.0,27.0,8 m,2008.0,23353.0,37280.0,,,,16.4,12.3
3652,9353096,DEWEY,Chemical tanker,EIV (8.34 gCO₂/t·nm),IA,3467.67,,11030.72,2751.86,3271.26,3511.35,1496.27,,,,3854.42,79.01,4.72,,,251.32,15,,,0.0,3854.42,0.0,,,,,,,,,,,,,,,DEWEY,Chemical tanker,184.0,27.0,,2008.0,23353.0,37297.0,,,,,
3653,9353101,CHIP,Chemical tanker,EIV (8.34 gCO₂/t·nm),IA,2911.79,,9206.71,2259.15,2997.83,2867.04,1082.67,,,,2508.42,97.9,6.37,,,309.55,20.15,,,0.0,2508.42,0.0,,,,,,,,,,,,,,,CHIP,Chemical tanker,184.0,27.0,10.2 m,2008.0,23353.0,37293.0,MAN-B&W,,9480 KW,16,13
3654,9353113,LOUIE,Chemical tanker,EIV (8.34 gCO₂/t·nm),IA,2892.98,,9164.33,835.21,4082.85,3213.28,1032.97,,,,3197.6,81.53,4.03,,,258.26,12.75,,,0.0,3197.6,0.0,,,,,,,,,,,,,,,LOUIE,Chemical tanker,184.0,27.0,,2008.0,23353.0,37321.0,ABC,3DX-600-000,9480 KW,,
3655,9353125,DONALD,Chemical tanker,EIV (8.09 gCO₂/t·nm),IA,3782.15,,11902.13,2904.6,3644.74,4215.08,1137.69,,,,3908.28,104.81,5.13,,,329.82,16.14,,,0.0,3908.28,0.0,,,,,,,,,,,,,,,DONALD,Chemical tanker,184.0,27.0,,2008.0,23353.0,37296.0,MAN-B&W,6S50MC-C,9480 KW,,
3656,9353137,PLUTO,Chemical tanker,EIV (8.35 gCO₂/t·nm),IA,3733.31,,11842.87,3900.86,3465.26,2663.64,1813.14,,,,4467.9,79.22,5,,,251.3,15.87,,,0.0,4467.9,0.0,,,,,,,,,,,,,,,PLUTO,Chemical tanker,184.0,27.0,10.4 m,2008.0,23353.0,37282.0,MAN-B&W,6S50MC-C,9480 KW,16.9,13.1
3657,9353149,DINAH,Chemical tanker,EIV (8.34 gCO₂/t·nm),IA,3213.13,,10175.63,2394.09,3116.94,4070.26,594.33,,,,3676.3,76.94,4.32,,,243.67,13.67,,,0.0,3676.3,0.0,,,,,,,,,,,,,,,DINAH,Chemical tanker,184.0,27.0,10.3 m,2008.0,23353.0,37313.0,,,,10.9,10.9
3658,9353668,WARIYA NAREE,Bulk carrier,EIV (6 gCO₂/t·nm),,1453.17,,4585.75,125.52,528.04,3837.05,95.15,,,,1163.6,105.37,2.52,,,332.52,7.95,,,,1163.6,,,,,,,,,,,,,,,,WARIYA NAREE,Bulk carrier,190.0,32.0,6.4 m,2011.0,32661.0,53840.0,,,,14.5,13
3659,9353670,AUZONIA,Bulk carrier,EIV (7.08 gCO₂/t·nm),,2347.63,,7399.55,24.37,1377.58,5787.02,210.58,,,,2068.23,105.43,2.2,,,332.31,6.95,,,,2068.23,,,,,,,,,,,,,,,,AUZONIA,Bulk carrier,190.0,32.0,9.6 m,2012.0,32661.0,53732.0,Sulzer,6RT-FLEX50B,9960 KW,12.9,8.4
3660,9353682,WIKANDA NAREE,Bulk carrier,EIV (6 gCO₂/t·nm),,1877.59,,5932.88,2276.82,0.0,3247.53,408.52,,,,1604.3,106.59,2.75,,,336.81,8.68,,,,1604.3,,,,,,,,,,,,,,,,WIKANDA NAREE,Bulk carrier,190.0,32.0,7 m,2013.0,32661.0,53857.0,,,,14.1,11.7
3661,9353723,LOLA B,Container ship,EIV (28.59 gCO₂/t·nm),IA,5141.59,,16208.35,15871.89,0.0,0.0,336.46,,,,6782.61,68.87,16.03,,,217.11,50.54,,,0.0,6782.61,0.0,,,,,,,,,,,,,,,LOLA B,Container ship,154.0,21.0,5.9 m,2007.0,8971.0,10600.0,MAK,9M25C,8000 KW,12.2,10.8
3662,9354040,LADY LAGUNA,Bulk carrier,EIV (9.26 gCO₂/t·nm),,316.3,,998.46,203.0,220.0,520.0,56.0,,,,445.0,59.97,4.96,,,189.32,15.66,,,,445.0,,,,,,,,,,,,,,,,LADY LAGUNA,Bulk carrier,139.0,25.0,,2006.0,11697.0,18909.0,,,,,
3663,9354052,KINATSI,Bulk carrier,EIV (8.72 gCO₂/t·nm),,877.86,,2773.67,953.03,986.68,727.16,106.81,,,,1227.95,61.47,7.33,,,194.23,23.16,,,,1227.95,,,,,,,,,,,,,,,,KINATSI,Bulk carrier,139.0,25.0,,2007.0,11697.0,18901.0,,,,,
3664,9354076,AFRICAN JACARANDA,Bulk carrier,EIV (8.66 gCO₂/t·nm),,513.69,,1622.24,0.0,903.12,706.43,12.7,,,,856.9,56.41,5.92,,,178.15,18.69,,,,856.9,,,,,,,,,,,,,,,,AFRICAN JACARANDA,Bulk carrier,139.0,25.0,9.5 m,2007.0,11681.0,18909.0,,,5180 KW,13.6,12.2
3665,9354090,AFEA,Bulk carrier,EIV (4.41 gCO₂/t·nm),,589.1,,1841.17,0.0,0.0,1789.98,51.17,,,,1759.93,132.77,Division by zero!,,,414.96,Division by zero!,,,,1759.93,,,,,,,,,,,,,,,,AFEA,Bulk carrier,229.0,38.0,7.8 m,2006.0,48021.0,88279.0,,,,15.6,9.6
3666,9354208,MIKAWA,General cargo ship,EIV (10.75 gCO₂/t·nm),,1328.84,,4200.26,524.94,2155.86,1444.8,74.63,,,,2807.64,45.15,5.44,,,142.7,17.18,,,,2807.64,,,,,,,,,,,,,,,,MIKAWA,General cargo ship,127.0,19.0,9.6 m,2006.0,9754.0,14078.0,,,,14.1,11.4
3667,9354284,BALTIC PRINCESS,Ro-pax ship,EIV (2.55 gCO₂/t·nm),IA Supper,21394.17,,67413.67,63495.23,0.0,0.0,3849.94,55009.18,8486.05,,7650.0,186.25,,,,586.87,,,,,7650.0,,,,,,,,,,,,,,,,BALTIC PRINCESS,Ro-pax ship,212.0,29.0,6.3 m,2008.0,48915.0,6287.0,Wartsila,,32000 KW,16.9,13.4
3668,9354313,ZALIV AMURSKIY,Oil tanker,EIV (4.65 gCO₂/t·nm),IC,1925.2,,6024.64,791.95,1454.19,2182.3,1596.21,,,,1025.33,171.14,3.84,,,535.57,12.02,,,,1025.33,,,,,,,,,,,,,,,,ZALIV AMURSKIY,Oil tanker,244.0,42.0,8.6 m,2008.0,60178.0,106819.0,MAN-B&W,7S60MC-C,18660 KW,15.3,10.4
3669,9354325,LINDA,Container ship,EIV (28.17 gCO₂/t·nm),IA Supper,5827.9,,18166.39,9063.26,1805.09,6603.84,694.2,,,,5579.78,71.36,15.54,,,222.43,48.45,,,0.0,5579.78,0.0,,,,,,,,,,,,,,,LINDA,Container ship,141.0,21.0,7 m,2007.0,9131.0,11487.0,,,,15.9,14.8
3670,9354337,AILA,Container ship,EIV (28.14 gCO₂/t·nm),IA Supper,5001.5,,15608.68,12089.09,617.19,1856.26,1046.14,,,,4842.05,80.68,16.98,,,251.77,52.98,,,0.0,4842.05,0.0,,,,,,,,,,,,,,,AILA,Container ship,141.0,21.0,8.7 m,2007.0,9131.0,11497.0,,,,15.4,10.6
3671,9354349,X-PRESS SOUSSE,Container ship,EIV (32.26 gCO₂/t·nm),,981.2,,3061.86,883.1,987.6,1039.4,118.0,,,,1129.6,80.92,13.22,,,252.52,41.24,,,,1129.6,,,,,,,,,,,,,,,,X-PRESS SOUSSE,Container ship,134.0,22.0,8.5 m,2006.0,9981.0,11257.0,MAK,9M43C,8400 KW,16.9,13.4
3672,9354351,ANINA,Container ship,EIV (23 gCO₂/t·nm),PC3,3858.39,,12049.15,7579.15,2220.39,1434.27,815.3,,,,4716.27,73.74,10.83,,,230.29,33.81,,,,4716.27,,,,,,,,,,,,,,,,ANINA,Container ship,149.0,22.0,7.1 m,2006.0,11662.0,13720.0,MAK,6M32,10000 KW,15.2,11.8
3673,9354363,WEC MONDRIAAN,Container ship,EIV (26.74 gCO₂/t·nm),IA,5681.89,,17917.93,13031.43,2930.38,1360.37,595.75,,,,5842.84,78.53,13.19,,,247.66,41.61,,,0.0,5842.84,0.0,,,,,,,,,,,,,,,WEC MONDRIAAN,Container ship,134.0,22.0,7.3 m,2006.0,9981.0,11273.0,MAK,,8400 KW,16.9,13.3
3674,9354375,ATLANTIS A,Container ship,EIV (23.3 gCO₂/t·nm),IA,3677.19,,11516.52,8138.16,807.72,1535.39,1034.25,,,,4289.9,76.25,13.28,,,238.79,41.6,,,,4289.9,,,,,,,,,,,,,,,,ATLANTIS A,Container ship,134.0,22.0,,2007.0,9962.0,11435.0,MAK,9M43C,8400 KW,,
3675,9354387,ANDANTE,Container ship,EIV (27.9 gCO₂/t·nm),,2793.51,,8722.34,709.34,3580.23,4212.84,219.93,,,,3335.1,76.74,11.83,,,239.6,36.95,,,,3335.1,,,,,,,,,,,,,,,,ANDANTE,Container ship,134.0,22.0,8 m,2007.0,9962.0,11433.0,MAK,9M43,8400 KW,16.6,11.5
3676,9354399,DAGMAR,Container ship,EIV (27.84 gCO₂/t·nm),,4302.69,,13580.77,6248.49,2471.14,3450.3,1408.86,,,,4358.0,78.76,13.27,,,248.61,41.88,,,,4358.0,,,,,,,,,,,,,,,,DAGMAR,Container ship,134.0,22.0,,2006.0,9962.0,11257.0,MAK,8M43C,8400 KW,,
3677,9354404,ATLANTIC GREEN,Container ship,EIV (18.62 gCO₂/t·nm),,3806.57,3235.33,11900.76,7328.82,1841.07,1899.32,831.54,,,10099.96,4670.05,73.4,14.37,,,229.48,44.92,,,,4670.05,,68.63,12.21,,,,,214.26,38.12,,,,,,,ATLANTIC GREEN,Container ship,134.0,22.0,8.1 m,2006.0,9962.0,11432.0,MAK,,8400 KW,12.9,11
3678,9354416,JSP SLIDUR,Container ship,EIV (31.84 gCO₂/t·nm),,3464.87,,10993.33,4477.48,2832.83,2901.27,781.75,,,,3574.58,78.62,16.63,,,249.45,52.77,,,,3574.58,,,,,,,,,,,,,,,,JSP SLIDUR,Container ship,134.0,22.0,8.1 m,2007.0,9962.0,11433.0,MAK,9M43C,8400 KW,18,15.1
3679,9354428,SARA BORCHARD,Container ship,EIV (29.5 gCO₂/t·nm),,6850.98,,21375.73,16270.94,1424.61,3150.26,529.9,,,,6266.0,73.2,13.85,,,228.4,43.22,,,,6266.0,,,,,,,,,,,,,,,,SARA BORCHARD,Container ship,134.0,22.0,8.2 m,2007.0,9962.0,11434.0,MAK,9M43C,8400 KW,17.6,14.6
3680,9354430,HENNEKE RAMBOW,Container ship,EIV (28.22 gCO₂/t·nm),IA,6931.17,,21982.97,16861.15,3175.74,1080.14,865.96,,,,5651.0,84.57,16.84,,,268.23,53.41,,,,5651.0,,,,,,,,,,,,,,,,HENNEKE RAMBOW,Container ship,134.0,22.0,6.7 m,2007.0,9981.0,11274.0,MAK,9M43,7950 KW,21.7,13.5
3681,9354442,DINA TRADER,Container ship,EIV (27.87 gCO₂/t·nm),IA,6012.32,,18739.1,4392.82,6018.54,7977.64,350.1,,,,5562.03,75.05,12.98,,,233.91,40.47,,,0.0,5562.03,0.0,,,,,,,,,,,,,,,DINA TRADER,Container ship,134.0,22.0,,2007.0,9981.0,11287.0,MAK,9M43C,8400 KW,,
3682,9354454,JSP ANNA,Container ship,EIV (32.3 gCO₂/t·nm),IA,2569.48,,8198.71,2278.6,2919.0,2547.57,453.55,,,,3268.1,68.51,12.2,,,218.59,38.92,,,,3268.1,,,,,,,,,,,,,,,,JSP ANNA,Container ship,134.0,22.0,,2006.0,9981.0,11271.0,MAK,9M43C,7950 KW,,
3683,9354466,HELMUT,Container ship,EIV (29.8 gCO₂/t·nm),IC,3315.0,,10516.57,3675.0,3225.0,3169.0,447.0,,,,3377.0,81.15,14.61,,,257.43,46.34,,,,3377.0,,,,,,,,,,,,,,,,HELMUT,Container ship,134.0,22.0,8 m,2006.0,9981.0,11272.0,MAK,9M43C,7950 KW,15.6,12.9
3684,9354478,IDA RAMBOW,Container ship,EIV (23.21 gCO₂/t·nm),IA,4802.93,,15250.67,8045.86,3571.64,2394.31,1238.87,,,,4620.0,77.28,10.06,,,245.4,31.93,,,,4620.0,,,,,,,,,,,,,,,,IDA RAMBOW,Container ship,149.0,22.0,8.1 m,2007.0,11662.0,13709.0,MAK,9M43C,8400 KW,15.4,11.6
3685,9354571,IRENE DP,Chemical tanker,EIV (15.48 gCO₂/t·nm),,2059.71,,6499.91,4258.27,414.54,1174.25,652.85,,,,4663.4,49.94,12.23,,,157.6,38.61,,,,4663.4,,,,,,,,,,,,,,,,IRENE DP,Chemical tanker,114.0,18.0,7.8 m,2006.0,5303.0,8817.0,Hitachi,6L35MC,3900 KW,13.7,8.7
3686,9354674,A. OBELIX,Container ship,EIV (29.8 gCO₂/t·nm),,6228.0,,19497.23,11112.7,3185.9,2940.57,2257.99,,,,5234.1,102.46,5.8,,,320.75,18.15,,,,5234.1,,,,,,,,,,,,,,,,A. OBELIX,Container ship,182.0,25.0,9.4 m,2008.0,18199.0,23831.0,MAN-B&W,7S60MC-C,16660 KW,15.5,13.3
3687,9354739,MALLIKA NAREE,Bulk carrier,EIV (6.89 gCO₂/t·nm),,589.03,,1861.89,0.0,1533.24,310.36,18.28,,,,590.2,86.51,4.74,,,273.47,14.98,,,,590.2,,,,,,,,,,,,,,,,MALLIKA NAREE,Bulk carrier,178.0,28.0,8.7 m,2008.0,19891.0,30195.0,,,,18.6,10.9
3688,9354741,MOOKDA NAREE,Bulk carrier,EIV (6.9 gCO₂/t·nm),,1609.65,,5095.44,535.09,2786.64,1563.6,210.13,,,,1677.81,76.87,3.7,,,243.34,11.71,,,,1677.81,,,,,,,,,,,,,,,,MOOKDA NAREE,Bulk carrier,178.0,28.0,8.7 m,2009.0,19891.0,30163.0,,,,14.1,10.8
3689,9354791,HEMUS,Bulk carrier,EIV (5.8 gCO₂/t·nm),,1499.15,,4761.68,343.68,1488.07,2734.4,195.53,,,,1711.4,78.92,2.81,,,250.67,8.93,,,,1711.4,,,,,,,,,,,,,,,,HEMUS,Bulk carrier,186.0,30.0,10.6 m,2008.0,25327.0,42704.0,,,,14.1,9.6
3690,9354909,ATLANTIC OLIVE,Chemical tanker,EIV (5.83 gCO₂/t·nm),,1075.9,857.1,3406.94,245.32,462.95,2460.13,238.53,,,2705.46,875.7,105.74,3.05,,,334.83,9.67,,,,875.7,,96.72,2.43,,,,,305.29,7.68,,,,,,,ATLANTIC OLIVE,Chemical tanker,183.0,32.0,10.2 m,2008.0,29266.0,49999.0,,,,13.5,11.7
3691,9354923,CMA CGM VELA,Container ship,EIV (14.79 gCO₂/t·nm),,10344.32,,32235.33,5333.6,4091.24,21739.77,1070.72,,,,1599.6,381.57,3.99,,,1189.07,12.44,,,,1599.6,,,,,,,,,,,,,,,,CMA CGM VELA,Container ship,347.0,45.0,,2008.0,128600.0,131831.0,B&W,12k98me-c,98280 KW,,
3692,9355185,PRIMROSE ACE,Vehicle carrier,EIV (24.14 gCO₂/t·nm),,683.11,,2159.23,310.97,1517.89,260.41,69.95,,,,662.91,76.51,28.62,,,241.85,90.46,,,,662.91,,,,,,,,,,,,,,,,PRIMROSE ACE,Vehicle carrier,199.0,32.0,8.4 m,2007.0,59952.0,17339.0,,,,9,9
3693,9355197,WISTERIA ACE,Vehicle carrier,EIV (24.16 gCO₂/t·nm),,876.56,748.99,2764.87,408.51,2006.67,268.15,81.52,,,2361.51,594.42,91.3,21.66,,,287.98,68.31,,,,594.42,,Division by zero!,18.5,,,,,Division by zero!,58.34,,,,,,,WISTERIA ACE,Vehicle carrier,199.0,32.0,8 m,2007.0,59952.0,17325.0,,,,21.4,16.9
3694,9355202,ARTEMIS LEADER,Vehicle carrier,EIV (17.99 gCO₂/t·nm),,2389.8,,7549.6,1837.11,1883.31,3577.52,251.67,,,,1543.4,95.86,15.85,,,302.83,50.07,,,,1543.4,,,,,,,,,,,,,,,,ARTEMIS LEADER,Vehicle carrier,199.0,32.0,,2008.0,62568.0,21424.0,Mitsubishi,8UEC60LS,21129 KW,,
3695,9355214,RHEA LEADER,Vehicle carrier,EIV (16.21 gCO₂/t·nm),,1405.4,,4449.46,1159.2,502.69,2485.89,301.68,,,,1044.9,97.81,15.69,,,309.66,49.68,,,,1044.9,,,,,,,,,,,,,,,,RHEA LEADER,Vehicle carrier,199.0,32.0,7.6 m,2008.0,63004.0,21428.0,,,,17.7,13.9
3696,9355226,HESTIA LEADER,Vehicle carrier,EIV (16.22 gCO₂/t·nm),,494.8,,1569.67,466.02,433.44,533.63,136.58,,,,323.9,105.79,28.05,,,335.61,88.98,,,,323.9,,,,,,,,,,,,,,,,HESTIA LEADER,Vehicle carrier,199.0,32.0,9.7 m,2008.0,63007.0,21419.0,,,,19.2,14.1
3697,9355238,GRAND DAHLIA,Vehicle carrier,EIV (25.93 gCO₂/t·nm),,2643.37,,8358.03,1795.18,1867.22,4264.17,431.48,,,,1303.4,134.81,19.2,,,426.26,60.7,,,,1303.4,,,,,,,,,,,,,,,,GRAND DAHLIA,Vehicle carrier,199.0,32.0,7.5 m,2009.0,59217.0,18054.0,,,,21.5,16
3698,9355240,GRAND LEGACY,Vehicle carrier,EIV (26.6 gCO₂/t·nm),,4280.11,,13515.26,2608.2,5512.01,5058.49,336.55,,,,2651.27,106.24,14.17,,,335.48,44.73,,,,2651.27,,,,,,,,,,,,,,,,GRAND LEGACY,Vehicle carrier,199.0,32.0,8.3 m,2009.0,59217.0,18075.0,,,,18.5,14.5
3699,9355252,GRAND VEGA,Vehicle carrier,EIV (26.64 gCO₂/t·nm),,1469.8,,4644.07,1348.6,2589.23,563.35,142.89,,,,919.5,102.97,37.65,,,325.35,118.97,,,,919.5,,,,,,,,,,,,,,,,GRAND VEGA,Vehicle carrier,199.0,32.0,9.4 m,2009.0,59217.0,18049.0,,,,20,15.5
3700,9355288,MAERSK BINTAN,Container ship,EIV (19.34 gCO₂/t·nm),,1116.8,1037.2,3534.8,470.64,3018.63,0.0,45.53,,,3279.6,655.3,181.56,9.86,,,574.65,31.21,,,,655.3,,186.44,9.16,,,,,589.52,28.96,,,,,,,MAERSK BINTAN,Container ship,223.0,32.0,10.9 m,2008.0,35835.0,43097.0,MAN,8K90MC,28880 KW,19.4,15.1
3701,9355331,MAERSK BATAM,Container ship,EEDI (19.27 gCO₂/t·nm),,7461.22,,23395.27,1556.06,20471.75,959.52,407.93,,,,2734.05,163.73,6.22,,,513.39,19.5,,,,2734.05,,,,,,,,,,,,,,,,MAERSK BATAM,Container ship,223.0,32.0,6.5 m,2008.0,35835.0,43133.0,,,,16.3,11.3
3702,9355343,MAERSK BULAN,Container ship,EEDI (19.27 gCO₂/t·nm),,7103.96,,22251.0,1316.93,19767.31,761.46,405.3,,,,2768.97,159.35,5.87,,,499.12,18.37,,,,2768.97,,,,,,,,,,,,,,,,MAERSK BULAN,Container ship,223.0,32.0,8.4 m,2008.0,50000.0,58000.0,B&W,,,16.7,11.8
3703,9355367,0179 SAFMARINE BENGUELA,Container ship,EIV (19.35 gCO₂/t·nm),,6842.87,,21449.89,1503.07,18482.89,982.83,481.1,,,,2816.3,154.09,6.1,,,483.02,19.12,,,,2816.3,,,,,,,,,,,,,,,,0179 SAFMARINE BENGUELA,Container ship,223.0,32.0,11.1 m,2009.0,35835.0,43096.0,B&W,8K80ME-C,28800 KW,20.9,19.3
3704,9355408,NYK CLARA,Container ship,EIV (26.32 gCO₂/t·nm),,1909.4,1895.2,6028.43,1198.95,2344.93,2439.14,45.41,,,5983.02,1306.4,112.83,6.08,,,356.23,19.19,,,,1306.4,,Division by zero!,6.03,,,,,Division by zero!,19.05,,,,,,,NYK CLARA,Container ship,210.0,30.0,11.5 m,2008.0,27051.0,34578.0,B&W,7S60MC-C,,19.4,11.6
3705,9355422,ANDROMEDA J,Container ship,EIV (38.79 gCO₂/t·nm),IA,1517.3,,4801.25,263.2,2124.3,2381.4,32.4,,,,1615.0,63.89,33.51,,,202.16,106.04,,,,1615.0,,,,,,,,,,,,,,,,ANDROMEDA J,Container ship,139.0,22.0,6.3 m,2006.0,8273.0,11052.0,MAK,9M43,8400 KW,9.3,8.7
3706,9355446,BG IRELAND,Container ship,EIV (38.42 gCO₂/t·nm),,3202.5,,10267.22,8046.5,0.0,0.0,2220.7,,,,2615.0,98.09,18.16,,,314.47,58.24,,,,2615.0,,,,,,,,,,,,,,,,BG IRELAND,Container ship,139.0,22.0,5.6 m,2007.0,8246.0,11177.0,MAK,9M43C,8200 KW,15.6,10.6
3707,9355458,PAVO J,Container ship,EIV (38.42 gCO₂/t·nm),,4307.4,,13729.12,13021.0,0.0,0.0,708.1,,,,4674.0,74.91,15.26,,,238.76,48.64,,,,4674.0,,,,,,,,,,,,,,,,PAVO J,Container ship,139.0,22.0,7.2 m,2007.0,8246.0,11180.0,,,,7.6,7.6
3708,9355460,SPICA J,Container ship,EIV (38.42 gCO₂/t·nm),,4017.4,,12835.12,8043.9,2728.3,0.0,2063.1,,,,3562.0,91.57,22.07,,,292.55,70.5,,,,3562.0,,,,,,,,,,,,,,,,SPICA J,Container ship,139.0,22.0,6.5 m,2007.0,8246.0,11186.0,,,8400 KW,14.2,13
3709,9355501,BULK SPIRIT,Bulk carrier,EIV (4.95 gCO₂/t·nm),,337.4,,1073.23,0.0,276.45,742.89,53.89,,,,421.5,73.62,2.07,,,234.18,6.58,,,,421.5,,,,,,,,,,,,,,,,BULK SPIRIT,Bulk carrier,188.0,32.0,6.3 m,2009.0,29439.0,52950.0,,,,13.6,11
3710,9355513,STAR MINERVA,General cargo ship,EIV (6 gCO₂/t·nm),,2380.81,,7491.21,1600.04,1807.72,3769.24,314.21,,,,1949.1,97.45,,,3.28,306.62,,,10.33,,1949.1,,,,,,,,,,,,,,,,STAR MINERVA,General cargo ship,189.0,32.0,8.4 m,2008.0,30360.0,50757.0,,,,14.4,12.1
3711,9355525,STAR MAJESTY,General cargo ship,EIV (5.63 gCO₂/t·nm),,2163.67,,6793.98,1494.16,2322.08,2628.8,348.94,,,,1807.57,104.32,,,4.66,327.57,,,14.65,,1807.57,,,,,,,,,,,,,,,,STAR MAJESTY,General cargo ship,189.0,32.0,,2009.0,30488.0,50790.0,,,,,
3712,9355551,COSCO PACIFIC,Container ship,EIV (16.65 gCO₂/t·nm),,3745.39,,11677.66,713.94,5066.45,5836.93,60.34,,,,955.0,305.17,4.17,,,951.49,13.02,,,,955.0,,,,,,,,,,,,,,,,COSCO PACIFIC,Container ship,348.0,45.0,10.9 m,2008.0,115776.0,111315.0,,,,18.9,12.6
3713,9355812,RIJNBORG,Container ship,EIV (18.68 gCO₂/t·nm),IA,5103.09,,16127.22,14393.37,118.98,131.77,1483.7,,,,2690.0,127.11,13.18,,,401.71,41.65,,,,2690.0,,,,,,,,,,,,,,,,RIJNBORG,Container ship,176.0,23.0,7.3 m,2007.0,16506.0,16450.0,,,,14.4,12.8
